transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,source_system,source_txn_id,minute_bucket,match_signature,dupe_group_id,is_duplicate,unified_txn_id,customer_id_str,customer_id
TXN015678,2024-11-12,C11233,284.79,Yes,M0632,New York,NY,93162,5732,,VISA,V-TXN015678,2024-11-12,C11233|M0632|284.79|2024-11-12 00:00:00,,0,TXN015678,2618,2618
TXN015679,2024-12-09,C01336,27.09,Yes,M0528,Los Angeles,IL,64386,6011,,ATM,A-TXN015679,2024-12-09,C01336|M0528|27.09|2024-12-09 00:00:00,,0,TXN015679,217,217
TXN015680,2024-06-15,C08096,318.31,No,M0451,Houston,GA,95896,6011,,CORE,C-TXN015680,2024-06-15,C08096|M0451|318.31|2024-06-15 00:00:00,1522.0,0,TXN015680,9,9
TXN015681,2024-03-21,C09761,58.54,No,M0595,Los Angeles,NY,49791,4111,,VISA,V-TXN015681,2024-03-21,C09761|M0595|58.54|2024-03-21 00:00:00,,0,TXN015681,945,945
TXN015682,2024-07-07,C05016,79.3,No,M0509,Atlanta,CA,92147,5411,,CORE,C-TXN015682,2024-07-07,C05016|M0509|79.3|2024-07-07 00:00:00,,0,TXN015682,1469,1469
TXN015683,2024-12-25,C10911,200.36,Yes,M0531,Atlanta,GA,65919,5411,,VISA,V-TXN015683,2024-12-25,C10911|M0531|200.36|2024-12-25 00:00:00,,0,TXN015683,2129,2129
TXN015684,2024-09-14,C09406,342.27,No,M0467,Chicago,TX,42076,5999,,ATM,A-TXN015684,2024-09-14,C09406|M0467|342.27|2024-09-14 00:00:00,,0,TXN015684,1742,1742
TXN015685,2024-03-15,C11247,25.06,Yes,M0654,Phoenix,CA,33424,5814,,ATM,A-TXN015685,2024-03-15,C11247|M0654|25.06|2024-03-15 00:00:00,,0,TXN015685,2520,2520
TXN015686,2024-08-08,C10206,85.12,Yes,M0172,Atlanta,TX,77856,5732,,ATM,A-TXN015686,2024-08-08,C10206|M0172|85.12|2024-08-08 00:00:00,,0,TXN015686,2811,2811
TXN015687,2024-05-06,C05594,104.44,Yes,M0443,Chicago,IL,57999,5411,,VISA,V-TXN015687,2024-05-06,C05594|M0443|104.44|2024-05-06 00:00:00,,0,TXN015687,2611,2611
TXN015688,2024-01-11,C03586,108.53,Yes,M0471,Houston,TX,93218,5814,,VISA,V-TXN015688,2024-01-11,C03586|M0471|108.53|2024-01-11 00:00:00,,0,TXN015688,429,429
TXN015689,2024-12-15,C05172,28.88,Yes,M0269,Chicago,TX,84298,5814,,VISA,V-TXN015689,2024-12-15,C05172|M0269|28.88|2024-12-15 00:00:00,,0,TXN015689,370,370
TXN015690,2024-12-08,C04737,15.81,Yes,M0568,Los Angeles,NY,15558,5411,,CORE,C-TXN015690,2024-12-08,C04737|M0568|15.81|2024-12-08 00:00:00,,0,TXN015690,361,361
TXN015691,2024-12-10,C01375,47.76,Yes,M0575,New York,GA,46406,5732,,CORE,C-TXN015691,2024-12-10,C01375|M0575|47.76|2024-12-10 00:00:00,,0,TXN015691,1554,1554
TXN015692,2024-10-26,C08572,143.55,Yes,M0523,Los Angeles,CA,63933,5732,,CORE,C-TXN015692,2024-10-26,C08572|M0523|143.55|2024-10-26 00:00:00,,0,TXN015692,2226,2226
TXN015693,2024-06-09,C08285,292.24,No,M0445,Houston,NY,59342,5732,,ATM,A-TXN015693,2024-06-09,C08285|M0445|292.24|2024-06-09 00:00:00,,0,TXN015693,654,654
TXN015694,2024-07-17,C08685,57.05,Yes,M0626,Phoenix,IL,93740,5411,,VISA,V-TXN015694,2024-07-17,C08685|M0626|57.05|2024-07-17 00:00:00,,0,TXN015694,650,650
TXN015695,2024-03-12,C09348,206.47,Yes,M0073,Chicago,IL,80418,5732,,CORE,C-TXN015695,2024-03-12,C09348|M0073|206.47|2024-03-12 00:00:00,,0,TXN015695,2438,2438
TXN015696,2024-06-07,C04964,112.5,Yes,M0579,Houston,FL,20772,6011,,ATM,A-TXN015696,2024-06-07,C04964|M0579|112.5|2024-06-07 00:00:00,,0,TXN015696,771,771
TXN015697,2024-03-19,C00943,20.04,No,M0507,Chicago,NY,26902,6011,,VISA,V-TXN015697,2024-03-19,C00943|M0507|20.04|2024-03-19 00:00:00,,0,TXN015697,1649,1649
TXN015698,2024-07-20,C00661,43.9,No,M0586,Houston,IL,92201,5411,,ATM,A-TXN015698,2024-07-20,C00661|M0586|43.9|2024-07-20 00:00:00,,0,TXN015698,386,386
TXN015699,2024-10-17,C09612,119.13,Yes,M0541,Atlanta,CA,13398,5411,,CORE,C-TXN015699,2024-10-17,C09612|M0541|119.13|2024-10-17 00:00:00,,0,TXN015699,2892,2892
TXN015700,2024-03-09,C09930,57.43,No,M0211,Chicago,GA,24613,5411,,VISA,V-TXN015700,2024-03-09,C09930|M0211|57.43|2024-03-09 00:00:00,,0,TXN015700,2996,2996
TXN015701,2024-12-21,C07675,95.37,Yes,M0260,Los Angeles,CA,40232,6011,,CORE,C-TXN015701,2024-12-21,C07675|M0260|95.37|2024-12-21 00:00:00,1443.0,0,TXN015701,1125,1125
TXN015702,2024-10-11,C09978,124.04,No,M0123,New York,FL,87280,5999,,ATM,A-TXN015702,2024-10-11,C09978|M0123|124.04|2024-10-11 00:00:00,,0,TXN015702,141,141
TXN015703,2024-03-16,C08137,327.03,Yes,M0552,Los Angeles,FL,95276,5732,,CORE,C-TXN015703,2024-03-16,C08137|M0552|327.03|2024-03-16 00:00:00,,0,TXN015703,544,544
TXN015704,2024-03-11,C10573,210.26,No,M0383,Los Angeles,GA,95139,6011,,VISA,V-TXN015704,2024-03-11,C10573|M0383|210.26|2024-03-11 00:00:00,,0,TXN015704,921,921
TXN015705,2024-03-03,C11980,43.76,No,M0144,Chicago,TX,73693,6011,,ATM,A-TXN015705,2024-03-03,C11980|M0144|43.76|2024-03-03 00:00:00,,0,TXN015705,2547,2547
TXN015706,2024-12-21,C06225,139.86,Yes,M0063,Phoenix,IL,82690,4111,,ATM,A-TXN015706,2024-12-21,C06225|M0063|139.86|2024-12-21 00:00:00,1174.0,0,TXN015706,1446,1446
TXN015707,2024-03-20,C07783,47.28,Yes,M0281,Houston,GA,26305,5411,,ATM,A-TXN015707,2024-03-20,C07783|M0281|47.28|2024-03-20 00:00:00,,0,TXN015707,1893,1893
TXN015708,2024-03-22,C11804,93.14,Yes,M0291,Los Angeles,AZ,27833,5411,,CORE,C-TXN015708,2024-03-22,C11804|M0291|93.14|2024-03-22 00:00:00,,0,TXN015708,914,914
TXN015709,2024-03-26,C07977,15.09,Yes,M0118,Phoenix,IL,40006,4111,,VISA,V-TXN015709,2024-03-26,C07977|M0118|15.09|2024-03-26 00:00:00,,0,TXN015709,138,138
TXN015710,2024-05-11,C03668,132.63,Yes,M0269,Los Angeles,TX,63332,6011,,ATM,A-TXN015710,2024-05-11,C03668|M0269|132.63|2024-05-11 00:00:00,,0,TXN015710,1747,1747
TXN015711,2024-09-14,C08647,388.46,Yes,M0213,Los Angeles,GA,32652,4111,,VISA,V-TXN015711,2024-09-14,C08647|M0213|388.46|2024-09-14 00:00:00,,0,TXN015711,1952,1952
TXN015712,2024-02-11,C03576,71.94,Yes,M0189,Los Angeles,CA,63073,5814,,CORE,C-TXN015712,2024-02-11,C03576|M0189|71.94|2024-02-11 00:00:00,,0,TXN015712,651,651
TXN015713,2024-03-19,C03656,225.7,Yes,M0515,Dallas,GA,20244,5999,,CORE,C-TXN015713,2024-03-19,C03656|M0515|225.7|2024-03-19 00:00:00,702.0,1,DUP-TXN015713-1,598,598
TXN015714,2024-12-24,C10717,174.91,Yes,M0405,Dallas,NY,49419,5814,,CORE,C-TXN015714,2024-12-24,C10717|M0405|174.91|2024-12-24 00:00:00,,0,TXN015714,2206,2206
TXN015715,2024-09-05,C08495,10.93,Yes,M0005,Phoenix,AZ,19450,5814,,ATM,A-TXN015715,2024-09-05,C08495|M0005|10.93|2024-09-05 00:00:00,,0,TXN015715,1537,1537
TXN015716,2024-03-15,C11023,17.51,No,M0131,Atlanta,AZ,97799,4111,,VISA,V-TXN015716,2024-03-15,C11023|M0131|17.51|2024-03-15 00:00:00,,0,TXN015716,2054,2054
TXN015717,2024-08-26,C03276,55.86,Yes,M0559,Los Angeles,GA,40292,5814,,CORE,C-TXN015717,2024-08-26,C03276|M0559|55.86|2024-08-26 00:00:00,,0,TXN015717,2638,2638
TXN015718,2024-03-01,C10901,34.58,Yes,M0688,Dallas,AZ,24752,5814,,CORE,C-TXN015718,2024-03-01,C10901|M0688|34.58|2024-03-01 00:00:00,,0,TXN015718,2106,2106
TXN015719,2024-12-09,C03120,51.18,Yes,M0301,Phoenix,CA,83018,5411,,VISA,V-TXN015719,2024-12-09,C03120|M0301|51.18|2024-12-09 00:00:00,,0,TXN015719,999,999
TXN015720,2024-06-08,C08656,67.17,No,M0677,Los Angeles,TX,28970,5814,,VISA,V-TXN015720,2024-06-08,C08656|M0677|67.17|2024-06-08 00:00:00,,0,TXN015720,1231,1231
TXN015721,2024-03-15,C08480,61.94,No,M0644,Los Angeles,AZ,83492,5814,,VISA,V-TXN015721,2024-03-15,C08480|M0644|61.94|2024-03-15 00:00:00,,0,TXN015721,1631,1631
TXN015722,2024-09-16,C07174,24.17,Yes,M0035,New York,AZ,70676,5732,,ATM,A-TXN015722,2024-09-16,C07174|M0035|24.17|2024-09-16 00:00:00,,0,TXN015722,1280,1280
TXN015723,2024-03-13,C09560,22.85,Yes,M0338,New York,FL,62684,5999,,ATM,A-TXN015723,2024-03-13,C09560|M0338|22.85|2024-03-13 00:00:00,,0,TXN015723,892,892
TXN015724,2024-08-18,C11616,52.7,Yes,M0079,Dallas,NY,46453,4111,,VISA,V-TXN015724,2024-08-18,C11616|M0079|52.7|2024-08-18 00:00:00,,0,TXN015724,2195,2195
TXN015725,2024-12-15,C04972,103.93,No,M0047,Chicago,GA,41395,5814,,VISA,V-TXN015725,2024-12-15,C04972|M0047|103.93|2024-12-15 00:00:00,,0,TXN015725,957,957
TXN015726,2024-05-22,C09674,81.58,Yes,M0228,Los Angeles,IL,98597,5411,,CORE,C-TXN015726,2024-05-22,C09674|M0228|81.58|2024-05-22 00:00:00,,0,TXN015726,830,830
TXN015727,2024-07-05,C05853,17.2,Yes,M0509,Atlanta,CA,45785,5999,,CORE,C-TXN015727,2024-07-05,C05853|M0509|17.2|2024-07-05 00:00:00,,0,TXN015727,982,982
TXN015728,2024-02-07,C05641,36.59,No,M0134,New York,GA,32065,6011,,ATM,A-TXN015728,2024-02-07,C05641|M0134|36.59|2024-02-07 00:00:00,,0,TXN015728,1243,1243
TXN015729,2024-10-06,C07053,52.84,Yes,M0201,Phoenix,IL,37079,5411,,VISA,V-TXN015729,2024-10-06,C07053|M0201|52.84|2024-10-06 00:00:00,,0,TXN015729,2979,2979
TXN015730,2024-03-28,C09864,42.33,No,M0041,Phoenix,GA,55197,5814,,ATM,A-TXN015730,2024-03-28,C09864|M0041|42.33|2024-03-28 00:00:00,1862.0,0,TXN015730,1541,1541
TXN015731,2024-05-13,C11445,57.39,No,M0356,New York,TX,67166,5411,,CORE,C-TXN015731,2024-05-13,C11445|M0356|57.39|2024-05-13 00:00:00,,0,TXN015731,1152,1152
TXN015732,2024-12-16,C03650,56.23,Yes,M0630,New York,IL,45561,6011,,VISA,V-TXN015732,2024-12-16,C03650|M0630|56.23|2024-12-16 00:00:00,,0,TXN015732,803,803
TXN015733,2024-03-10,C01770,153.15,Yes,M0273,Chicago,NY,28933,5814,,ATM,A-TXN015733,2024-03-10,C01770|M0273|153.15|2024-03-10 00:00:00,,0,TXN015733,2404,2404
TXN015734,2024-12-27,C07172,153.81,Yes,M0218,Chicago,CA,69636,4111,,VISA,V-TXN015734,2024-12-27,C07172|M0218|153.81|2024-12-27 00:00:00,1352.0,1,DUP-TXN015734-1,1660,1660
TXN015735,2024-09-14,C08974,235.02,Yes,M0138,New York,TX,10860,5732,,ATM,A-TXN015735,2024-09-14,C08974|M0138|235.02|2024-09-14 00:00:00,1696.0,0,TXN015735,727,727
TXN015736,2024-03-22,C00025,69.33,Yes,M0454,Los Angeles,GA,36751,6011,,ATM,A-TXN015736,2024-03-22,C00025|M0454|69.33|2024-03-22 00:00:00,,0,TXN015736,1796,1796
TXN015737,2024-03-27,C09418,35.88,Yes,M0472,Chicago,CA,38849,5814,,ATM,A-TXN015737,2024-03-27,C09418|M0472|35.88|2024-03-27 00:00:00,,0,TXN015737,1469,1469
TXN015738,2024-10-06,C06790,104.21,Yes,M0107,Atlanta,NY,62577,5732,,VISA,V-TXN015738,2024-10-06,C06790|M0107|104.21|2024-10-06 00:00:00,,0,TXN015738,1282,1282
TXN015739,2024-11-07,C01797,125.57,No,M0127,Phoenix,TX,89347,5411,,CORE,C-TXN015739,2024-11-07,C01797|M0127|125.57|2024-11-07 00:00:00,358.0,0,TXN015739,101,101
TXN015740,2024-10-18,C05013,44.32,Yes,M0240,Atlanta,CA,67934,5732,,CORE,C-TXN015740,2024-10-18,C05013|M0240|44.32|2024-10-18 00:00:00,,0,TXN015740,163,163
TXN015741,2024-11-01,C11441,149.23,Yes,M0464,Dallas,GA,97166,5411,,CORE,C-TXN015741,2024-11-01,C11441|M0464|149.23|2024-11-01 00:00:00,,0,TXN015741,2606,2606
TXN015742,2024-05-05,C02967,104.75,Yes,M0105,Atlanta,GA,17230,6011,,ATM,A-TXN015742,2024-05-05,C02967|M0105|104.75|2024-05-05 00:00:00,572.0,0,TXN015742,1028,1028
TXN015743,2024-01-25,C06181,291.19,Yes,M0045,Los Angeles,FL,83037,5411,,VISA,V-TXN015743,2024-01-25,C06181|M0045|291.19|2024-01-25 00:00:00,,0,TXN015743,2811,2811
TXN015744,2024-08-06,C03155,43.89,Yes,M0524,Houston,IL,56329,5411,,VISA,V-TXN015744,2024-08-06,C03155|M0524|43.89|2024-08-06 00:00:00,,0,TXN015744,1468,1468
TXN015745,2024-09-21,C11061,214.63,Yes,M0386,New York,GA,70012,5999,,ATM,A-TXN015745,2024-09-21,C11061|M0386|214.63|2024-09-21 00:00:00,,0,TXN015745,1584,1584
TXN015746,2024-10-20,C09393,44.17,Yes,M0508,Atlanta,CA,31998,5732,,CORE,C-TXN015746,2024-10-20,C09393|M0508|44.17|2024-10-20 00:00:00,,0,TXN015746,1400,1400
TXN015747,2024-03-03,C07380,171.09,No,M0598,Los Angeles,CA,73232,4111,,CORE,C-TXN015747,2024-03-03,C07380|M0598|171.09|2024-03-03 00:00:00,,0,TXN015747,1540,1540
TXN015748,2024-03-08,C07818,41.78,Yes,M0145,Chicago,GA,79741,5411,,CORE,C-TXN015748,2024-03-08,C07818|M0145|41.78|2024-03-08 00:00:00,,0,TXN015748,1734,1734
TXN015749,2024-12-20,C11474,201.38,No,M0443,Atlanta,CA,96360,6011,,ATM,A-TXN015749,2024-12-20,C11474|M0443|201.38|2024-12-20 00:00:00,,0,TXN015749,1284,1284
TXN015750,2024-12-12,C06036,11.36,Yes,M0263,Houston,CA,39486,5999,,ATM,A-TXN015750,2024-12-12,C06036|M0263|11.36|2024-12-12 00:00:00,,0,TXN015750,2390,2390
TXN015751,2024-12-16,C00944,51.55,No,M0276,Los Angeles,TX,74627,5814,,VISA,V-TXN015751,2024-12-16,C00944|M0276|51.55|2024-12-16 00:00:00,,0,TXN015751,2745,2745
TXN015752,2024-05-22,C08783,14.12,No,M0228,Chicago,NY,44076,5411,,CORE,C-TXN015752,2024-05-22,C08783|M0228|14.12|2024-05-22 00:00:00,,0,TXN015752,981,981
TXN015753,2024-02-11,C06240,51.87,Yes,M0118,Houston,GA,30373,5814,,ATM,A-TXN015753,2024-02-11,C06240|M0118|51.87|2024-02-11 00:00:00,,0,TXN015753,1996,1996
TXN015754,2024-07-20,C09355,53.81,No,M0202,Atlanta,CA,62111,5814,,VISA,V-TXN015754,2024-07-20,C09355|M0202|53.81|2024-07-20 00:00:00,,0,TXN015754,2695,2695
TXN015755,2024-07-10,C07412,200.73,No,M0189,Houston,AZ,65780,5999,,ATM,A-TXN015755,2024-07-10,C07412|M0189|200.73|2024-07-10 00:00:00,,0,TXN015755,2992,2992
TXN015756,2024-01-08,C04317,138.67,No,M0621,Phoenix,FL,70607,5732,,VISA,V-TXN015756,2024-01-08,C04317|M0621|138.67|2024-01-08 00:00:00,,0,TXN015756,2908,2908
TXN015757,2024-08-15,C08680,34.8,Yes,M0017,Atlanta,CA,94804,5814,,VISA,V-TXN015757,2024-08-15,C08680|M0017|34.8|2024-08-15 00:00:00,,0,TXN015757,238,238
TXN015758,2024-04-09,C00295,154.27,No,M0469,Houston,FL,11703,5411,,VISA,V-TXN015758,2024-04-09,C00295|M0469|154.27|2024-04-09 00:00:00,,0,TXN015758,845,845
TXN015759,2024-03-04,C08577,26.02,Yes,M0606,Houston,FL,14588,6011,,ATM,A-TXN015759,2024-03-04,C08577|M0606|26.02|2024-03-04 00:00:00,1605.0,0,TXN015759,2027,2027
TXN015760,2024-09-26,C04672,104.34,No,M0108,Los Angeles,TX,11778,5732,,VISA,V-TXN015760,2024-09-26,C04672|M0108|104.34|2024-09-26 00:00:00,,0,TXN015760,1515,1515
TXN015761,2024-04-24,C00559,35.99,Yes,M0385,Los Angeles,AZ,28414,6011,,ATM,A-TXN015761,2024-04-24,C00559|M0385|35.99|2024-04-24 00:00:00,,0,TXN015761,1185,1185
TXN015762,2024-08-23,C04067,282.69,No,M0618,Dallas,FL,76270,5411,,ATM,A-TXN015762,2024-08-23,C04067|M0618|282.69|2024-08-23 00:00:00,,0,TXN015762,845,845
TXN015763,2024-01-15,C06220,227.03,Yes,M0011,Houston,TX,87164,5411,,ATM,A-TXN015763,2024-01-15,C06220|M0011|227.03|2024-01-15 00:00:00,,0,TXN015763,1152,1152
TXN015764,2024-05-25,C08659,38.74,Yes,M0247,New York,IL,51363,5732,,ATM,A-TXN015764,2024-05-25,C08659|M0247|38.74|2024-05-25 00:00:00,1617.0,0,TXN015764,440,440
TXN015765,2024-12-19,C11741,12.39,Yes,M0159,Chicago,AZ,79785,5814,,VISA,V-TXN015765,2024-12-19,C11741|M0159|12.39|2024-12-19 00:00:00,,0,TXN015765,1305,1305
TXN015766,2024-10-07,C04086,93.37,No,M0381,New York,NY,57401,5814,,CORE,C-TXN015766,2024-10-07,C04086|M0381|93.37|2024-10-07 00:00:00,776.0,1,TXN_DUP001163,1011,1011
TXN015767,2024-12-23,C04970,24.21,Yes,M0554,Phoenix,FL,45680,6011,,ATM,A-TXN015767,2024-12-23,C04970|M0554|24.21|2024-12-23 00:00:00,,0,TXN015767,2211,2211
TXN015768,2024-11-18,C04050,20.0,Yes,M0235,New York,AZ,98070,5814,,CORE,C-TXN015768,2024-11-18,C04050|M0235|20.0|2024-11-18 00:00:00,,0,TXN015768,1353,1353
TXN015769,2024-11-16,C10466,200.18,Yes,M0519,Houston,AZ,74644,5814,,CORE,C-TXN015769,2024-11-16,C10466|M0519|200.18|2024-11-16 00:00:00,,0,TXN015769,1630,1630
TXN015770,2024-12-19,C07795,76.35,No,M0109,Atlanta,FL,93202,5814,,CORE,C-TXN015770,2024-12-19,C07795|M0109|76.35|2024-12-19 00:00:00,,0,TXN015770,2471,2471
TXN015771,2024-01-22,C04499,227.44,Yes,M0111,Phoenix,AZ,58957,5814,,CORE,C-TXN015771,2024-01-22,C04499|M0111|227.44|2024-01-22 00:00:00,,0,TXN015771,2071,2071
TXN015772,2024-06-07,C08280,34.58,Yes,M0161,New York,IL,24421,5411,,ATM,A-TXN015772,2024-06-07,C08280|M0161|34.58|2024-06-07 00:00:00,,0,TXN015772,395,395
TXN015773,2024-12-18,C02370,42.29,No,M0269,Houston,GA,91554,5999,,VISA,V-TXN015773,2024-12-18,C02370|M0269|42.29|2024-12-18 00:00:00,,0,TXN015773,1967,1967
TXN015774,2024-03-04,C07744,230.9,No,M0135,Atlanta,AZ,25713,5814,,VISA,V-TXN015774,2024-03-04,C07744|M0135|230.9|2024-03-04 00:00:00,,0,TXN015774,2291,2291
TXN015775,2024-10-13,C05984,57.18,Yes,M0228,Houston,AZ,86042,5814,,ATM,A-TXN015775,2024-10-13,C05984|M0228|57.18|2024-10-13 00:00:00,,0,TXN015775,1443,1443
TXN015776,2024-12-22,C04477,31.32,Yes,M0424,Atlanta,IL,26215,6011,,VISA,V-TXN015776,2024-12-22,C04477|M0424|31.32|2024-12-22 00:00:00,,0,TXN015776,1314,1314
TXN015777,2024-12-05,C07102,52.92,No,M0472,Los Angeles,CA,89372,5732,,ATM,A-TXN015777,2024-12-05,C07102|M0472|52.92|2024-12-05 00:00:00,,0,TXN015777,2177,2177
TXN015778,2024-12-08,C02997,44.59,No,M0585,Los Angeles,AZ,23610,5732,,ATM,A-TXN015778,2024-12-08,C02997|M0585|44.59|2024-12-08 00:00:00,,0,TXN015778,1273,1273
TXN015779,2024-10-27,C11465,133.98,No,M0213,Phoenix,AZ,46998,5732,,CORE,C-TXN015779,2024-10-27,C11465|M0213|133.98|2024-10-27 00:00:00,,0,TXN015779,1184,1184
TXN015780,2024-11-17,C08989,52.35,No,M0366,Chicago,IL,13327,5999,,ATM,A-TXN015780,2024-11-17,C08989|M0366|52.35|2024-11-17 00:00:00,,0,TXN015780,1924,1924
TXN015781,2024-05-22,C09287,16.41,Yes,M0647,Houston,AZ,34830,5814,,VISA,V-TXN015781,2024-05-22,C09287|M0647|16.41|2024-05-22 00:00:00,1748.0,1,TXN_DUP000198,2557,2557
TXN015782,2024-03-13,C11653,84.43,Yes,M0643,Houston,IL,96440,5732,,CORE,C-TXN015782,2024-03-13,C11653|M0643|84.43|2024-03-13 00:00:00,2191.0,1,TXN_DUP000426,1356,1356
TXN015783,2024-12-27,C04867,185.65,Yes,M0492,Houston,NY,80972,6011,,CORE,C-TXN015783,2024-12-27,C04867|M0492|185.65|2024-12-27 00:00:00,,0,TXN015783,2966,2966
TXN015784,2024-12-07,C06666,205.2,No,M0344,Dallas,GA,55650,5999,,CORE,C-TXN015784,2024-12-07,C06666|M0344|205.2|2024-12-07 00:00:00,,0,TXN015784,1265,1265
TXN015785,2024-06-17,C07336,62.66,Yes,M0634,Phoenix,CA,71511,5814,,ATM,A-TXN015785,2024-06-17,C07336|M0634|62.66|2024-06-17 00:00:00,1374.0,0,TXN015785,931,931
TXN015786,2024-06-19,C02677,11.06,Yes,M0273,Dallas,TX,40745,5411,,CORE,C-TXN015786,2024-06-19,C02677|M0273|11.06|2024-06-19 00:00:00,,0,TXN015786,1493,1493
TXN015787,2024-07-05,C02909,83.43,No,M0139,New York,AZ,33441,5814,,CORE,C-TXN015787,2024-07-05,C02909|M0139|83.43|2024-07-05 00:00:00,,0,TXN015787,413,413
TXN015788,2024-07-11,C02989,60.46,Yes,M0104,Dallas,TX,50321,4111,,CORE,C-TXN015788,2024-07-11,C02989|M0104|60.46|2024-07-11 00:00:00,579.0,1,TXN_DUP000831,113,113
TXN015789,2024-12-18,C03667,237.14,Yes,M0256,Dallas,GA,47320,5732,,CORE,C-TXN015789,2024-12-18,C03667|M0256|237.14|2024-12-18 00:00:00,,0,TXN015789,2961,2961
TXN015790,2024-06-07,C08148,183.67,Yes,M0002,New York,AZ,28927,4111,,ATM,A-TXN015790,2024-06-07,C08148|M0002|183.67|2024-06-07 00:00:00,1529.0,0,TXN015790,2204,2204
TXN015791,2024-12-05,C00486,193.96,No,M0496,Houston,IL,31652,5411,,ATM,A-TXN015791,2024-12-05,C00486|M0496|193.96|2024-12-05 00:00:00,,0,TXN015791,425,425
TXN015792,2024-10-09,C11950,132.14,No,M0414,Chicago,TX,28225,5411,,CORE,C-TXN015792,2024-10-09,C11950|M0414|132.14|2024-10-09 00:00:00,2247.0,0,TXN015792,2065,2065
TXN015793,2024-12-28,C03211,32.99,No,M0691,Chicago,AZ,22746,5814,,CORE,C-TXN015793,2024-12-28,C03211|M0691|32.99|2024-12-28 00:00:00,,0,TXN015793,2564,2564
TXN015794,2024-10-26,C06350,78.72,Yes,M0113,Atlanta,CA,86019,6011,,ATM,A-TXN015794,2024-10-26,C06350|M0113|78.72|2024-10-26 00:00:00,,0,TXN015794,646,646
TXN015795,2024-06-15,C09907,159.72,No,M0323,Dallas,CA,31722,5411,,VISA,V-TXN015795,2024-06-15,C09907|M0323|159.72|2024-06-15 00:00:00,,0,TXN015795,1964,1964
TXN015796,2024-12-03,C07135,133.5,No,M0566,Los Angeles,AZ,50237,5999,,CORE,C-TXN015796,2024-12-03,C07135|M0566|133.5|2024-12-03 00:00:00,,0,TXN015796,1176,1176
TXN015797,2024-03-25,C08069,148.89,Yes,M0294,New York,NY,52408,5999,,ATM,A-TXN015797,2024-03-25,C08069|M0294|148.89|2024-03-25 00:00:00,,0,TXN015797,1078,1078
TXN015798,2024-12-09,C08092,61.94,Yes,M0068,Atlanta,IL,80271,5411,,VISA,V-TXN015798,2024-12-09,C08092|M0068|61.94|2024-12-09 00:00:00,,0,TXN015798,2760,2760
TXN015799,2024-01-18,C09683,34.71,No,M0672,Atlanta,FL,19890,4111,,CORE,C-TXN015799,2024-01-18,C09683|M0672|34.71|2024-01-18 00:00:00,,0,TXN015799,873,873
TXN015800,2024-10-03,C07201,15.21,No,M0563,Houston,IL,24758,5999,,CORE,C-TXN015800,2024-10-03,C07201|M0563|15.21|2024-10-03 00:00:00,,0,TXN015800,2395,2395
TXN015801,2024-01-09,C02178,36.11,Yes,M0311,Chicago,GA,71105,5814,,ATM,A-TXN015801,2024-01-09,C02178|M0311|36.11|2024-01-09 00:00:00,,0,TXN015801,2687,2687
TXN015802,2024-03-09,C05750,11.58,No,M0697,New York,TX,66630,4111,,VISA,V-TXN015802,2024-03-09,C05750|M0697|11.58|2024-03-09 00:00:00,,0,TXN015802,1289,1289
TXN015803,2024-07-19,C04701,41.62,Yes,M0338,Atlanta,FL,41654,5732,,VISA,V-TXN015803,2024-07-19,C04701|M0338|41.62|2024-07-19 00:00:00,,0,TXN015803,821,821
TXN015804,2024-03-25,C08202,253.77,Yes,M0331,Los Angeles,AZ,14695,5814,,ATM,A-TXN015804,2024-03-25,C08202|M0331|253.77|2024-03-25 00:00:00,,0,TXN015804,636,636
TXN015805,2024-12-28,C03768,34.91,No,M0547,Houston,TX,79630,5732,,ATM,A-TXN015805,2024-12-28,C03768|M0547|34.91|2024-12-28 00:00:00,,0,TXN015805,2,2
TXN015806,2024-12-09,C10982,223.11,Yes,M0510,Phoenix,NY,84438,5999,,VISA,V-TXN015806,2024-12-09,C10982|M0510|223.11|2024-12-09 00:00:00,2054.0,0,TXN015806,404,404
TXN015807,2024-12-16,C01423,298.35,Yes,M0456,Dallas,TX,15688,4111,,CORE,C-TXN015807,2024-12-16,C01423|M0456|298.35|2024-12-16 00:00:00,,0,TXN015807,888,888
TXN015808,2024-12-13,C08918,18.68,Yes,M0426,Dallas,CA,93678,5814,,ATM,A-TXN015808,2024-12-13,C08918|M0426|18.68|2024-12-13 00:00:00,,0,TXN015808,874,874
TXN015809,2024-10-12,C09686,143.59,No,M0463,Dallas,GA,28088,5814,,VISA,V-TXN015809,2024-10-12,C09686|M0463|143.59|2024-10-12 00:00:00,,0,TXN015809,2878,2878
TXN015810,2024-04-02,C02709,247.8,Yes,M0498,Houston,TX,68775,4111,,CORE,C-TXN015810,2024-04-02,C02709|M0498|247.8|2024-04-02 00:00:00,,0,TXN015810,1293,1293
TXN015811,2024-11-22,C09631,28.89,Yes,M0082,Dallas,CA,11039,6011,,ATM,A-TXN015811,2024-11-22,C09631|M0082|28.89|2024-11-22 00:00:00,,0,TXN015811,1172,1172
TXN015812,2024-09-26,C01725,48.9,Yes,M0053,Houston,IL,11527,5814,,CORE,C-TXN015812,2024-09-26,C01725|M0053|48.9|2024-09-26 00:00:00,,0,TXN015812,1158,1158
