dispute_id,transaction_id,feedback,dispute_raised,dispute_resolved,status,resolution_days,reason_code_std,reason_category,status_std,unified_txn_id
DISP01080,TXN006544,Merchant Error,2024-12-18,2025-01-10,Resolved,23,OTHER,Other,CLOSED,TXN006544
DISP01081,TXN018720,Unauthorized,2024-10-24,2024-11-11,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018720
DISP01082,TXN017680,Merchant Error,2024-07-07,2024-08-03,Resolved,27,OTHER,Other,CLOSED,TXN017680
DISP01083,TXN006387,Unauthorized,2024-02-11,2024-02-29,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006387
DISP01084,TXN001691,Merchant Error,2024-06-23,2024-07-22,Resolved,29,OTHER,Other,CLOSED,TXN001691
DISP01085,TXN006335,Duplicate Charge,2024-06-27,2024-08-03,Resolved,37,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000246
DISP01086,TXN016447,Merchant Error,2024-03-03,2024-03-29,Resolved,26,OTHER,Other,CLOSED,TXN016447
DISP01087,TXN007349,Merchant Error,2024-07-21,2024-08-15,Resolved,25,OTHER,Other,CLOSED,TXN007349
DISP01088,TXN_DUP000145,Duplicate Charge,2024-10-15,2024-11-20,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000145
DISP01089,TXN017531,Duplicate Charge,2024-12-12,2025-01-23,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001778
DISP01090,TXN017276,Merchant Error,2024-10-27,2024-11-16,Resolved,20,OTHER,Other,CLOSED,TXN017276
DISP01091,TXN017359,Unauthorized,2024-05-23,2024-06-05,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017359
DISP01092,TXN014961,Merchant Error,2024-03-19,2024-04-12,Resolved,24,OTHER,Other,CLOSED,TXN014961
DISP01093,TXN_DUP001423,Duplicate Charge,2024-12-04,2025-01-13,Resolved,40,DUPLICATE_CHARGE,Billing,CLOSED,TXN018800
DISP01094,TXN003483,Unauthorized,2024-10-24,2024-11-07,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003483
DISP01095,TXN019808,Merchant Error,2024-02-11,2024-03-10,Resolved,28,OTHER,Other,CLOSED,TXN019808
DISP01096,TXN018851,Duplicate Charge,2024-11-22,2025-01-03,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN018851
DISP01097,TXN012437,Unauthorized,2024-12-10,2024-12-21,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012437
DISP01098,TXN008908,Unauthorized,2024-10-25,2024-11-05,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008908
DISP01099,TXN001859,Merchant Error,2024-07-13,2024-08-05,Resolved,23,OTHER,Other,CLOSED,TXN001859
DISP01100,TXN006654,Merchant Error,2024-04-06,2024-05-05,Resolved,29,OTHER,Other,CLOSED,TXN006654
DISP01101,TXN016260,Unauthorized,2024-05-26,2024-06-09,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016260
DISP01102,TXN014524,Unauthorized,2024-07-21,2024-08-07,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014524
DISP01103,TXN012871,Merchant Error,2024-12-24,2025-01-20,Resolved,27,OTHER,Other,CLOSED,TXN012871
DISP01104,TXN004448,Merchant Error,2024-02-13,2024-03-10,Resolved,26,OTHER,Other,CLOSED,TXN004448
DISP01105,TXN002170,Unauthorized,2024-07-04,2024-07-23,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002170
DISP01106,TXN016281,Merchant Error,2024-03-11,2024-04-10,Resolved,30,OTHER,Other,CLOSED,TXN016281
DISP01107,TXN009700,Merchant Error,2024-04-12,2024-05-06,Resolved,24,OTHER,Other,CLOSED,TXN009700
DISP01108,TXN005571,Merchant Error,2024-12-27,2025-01-21,Resolved,25,OTHER,Other,CLOSED,TXN005571
DISP01109,TXN009804,Unauthorized,2024-03-17,2024-04-03,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN009804
DISP01110,TXN007824,Merchant Error,2024-08-01,2024-08-23,Resolved,22,OTHER,Other,CLOSED,TXN007824
DISP01111,TXN013266,Merchant Error,2024-12-17,2025-01-13,Resolved,27,OTHER,Other,CLOSED,TXN013266
DISP01112,TXN003697,Unauthorized,2024-02-20,2024-03-03,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003697
DISP01113,TXN004991,Unauthorized,2024-05-14,2024-06-01,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004991
DISP01114,TXN016933,Unauthorized,2024-10-01,2024-10-13,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016933
DISP01115,TXN_DUP001056,Duplicate Charge,2024-11-01,2024-12-12,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN010379
DISP01116,TXN017431,Merchant Error,2024-12-20,2025-01-12,Resolved,23,OTHER,Other,CLOSED,TXN017431
DISP01117,TXN010066,Unauthorized,2024-03-16,2024-04-04,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010066
DISP01118,TXN018488,Unauthorized,2024-06-15,2024-06-25,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018488
DISP01119,TXN001788,Unauthorized,2024-12-19,2025-01-04,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001788
DISP01120,TXN012489,Unauthorized,2024-03-16,2024-03-27,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012489
DISP01121,TXN004098,Unauthorized,2024-12-03,2024-12-18,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004098
DISP01122,TXN005563,Unauthorized,2024-06-19,2024-07-08,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005563
DISP01123,TXN011437,Merchant Error,2024-07-15,2024-08-13,Resolved,29,OTHER,Other,CLOSED,TXN011437
DISP01124,TXN017958,Merchant Error,2024-03-23,2024-04-15,Resolved,23,OTHER,Other,CLOSED,TXN017958
DISP01125,TXN005273,Unauthorized,2024-12-16,2024-12-27,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005273
DISP01126,TXN012999,Merchant Error,2024-10-08,2024-11-05,Resolved,28,OTHER,Other,CLOSED,TXN012999
DISP01127,TXN_DUP001659,Duplicate Charge,2024-05-21,2024-06-29,Resolved,39,DUPLICATE_CHARGE,Billing,CLOSED,TXN004752
DISP01128,TXN004653,Merchant Error,2024-05-12,2024-06-05,Resolved,24,OTHER,Other,CLOSED,TXN004653
DISP01129,TXN002962,Unauthorized,2024-03-10,2024-03-21,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002962
DISP01130,TXN010182,Merchant Error,2024-08-19,2024-09-18,Resolved,30,OTHER,Other,CLOSED,TXN010182
DISP01131,TXN010208,Merchant Error,2024-03-24,2024-04-20,Resolved,27,OTHER,Other,CLOSED,TXN010208
DISP01132,TXN001453,Unauthorized,2024-12-03,2024-12-15,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001453
DISP01133,TXN013796,Unauthorized,2024-08-04,2024-08-19,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013796
DISP01134,TXN017552,Duplicate Charge,2024-07-25,2024-08-31,Resolved,37,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000682
DISP01135,TXN019918,Duplicate Charge,2024-12-20,2025-01-31,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN019918
DISP01136,TXN016133,Merchant Error,2024-05-22,2024-06-19,Resolved,28,OTHER,Other,CLOSED,TXN016133
DISP01137,TXN003669,Unauthorized,2024-10-16,2024-10-29,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003669
DISP01138,TXN017242,Unauthorized,2024-04-25,2024-05-09,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017242
DISP01139,TXN002980,Unauthorized,2024-02-19,2024-03-02,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002980
DISP01140,TXN005586,Merchant Error,2024-12-25,2025-01-16,Resolved,22,OTHER,Other,CLOSED,TXN005586
DISP01141,TXN_DUP001166,Duplicate Charge,2024-11-20,2025-01-04,Resolved,45,DUPLICATE_CHARGE,Billing,CLOSED,TXN014819
DISP01142,TXN_DUP001437,Duplicate Charge,2024-11-01,2024-12-12,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN013154
DISP01143,TXN019667,Unauthorized,2024-11-12,2024-11-30,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN019667
DISP01144,TXN003131,Merchant Error,2024-05-25,2024-06-14,Resolved,20,OTHER,Other,CLOSED,TXN003131
DISP01145,TXN009647,Merchant Error,2024-03-01,2024-03-22,Resolved,21,OTHER,Other,CLOSED,TXN009647
DISP01146,TXN011032,Unauthorized,2024-11-28,2024-12-11,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN011032
DISP01147,TXN007640,Unauthorized,2024-06-18,2024-07-02,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007640
DISP01148,TXN013052,Merchant Error,2024-03-27,2024-04-22,Resolved,26,OTHER,Other,CLOSED,TXN013052
DISP01149,TXN017687,Merchant Error,2024-03-04,2024-03-26,Resolved,22,OTHER,Other,CLOSED,TXN017687
DISP01150,TXN016526,Merchant Error,2024-12-12,2025-01-05,Resolved,24,OTHER,Other,CLOSED,TXN016526
DISP01151,TXN008887,Unauthorized,2024-03-13,2024-03-29,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008887
DISP01152,TXN006305,Unauthorized,2024-02-06,2024-02-25,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006305
DISP01153,TXN003724,Unauthorized,2024-12-12,2024-12-24,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003724
DISP01154,TXN008934,Merchant Error,2024-08-25,2024-09-22,Resolved,28,OTHER,Other,CLOSED,TXN008934
DISP01155,TXN011537,Merchant Error,2024-03-10,2024-03-30,Resolved,20,OTHER,Other,CLOSED,TXN011537
DISP01156,TXN_DUP001461,Duplicate Charge,2024-05-10,2024-06-10,Resolved,31,DUPLICATE_CHARGE,Billing,CLOSED,TXN012700
DISP01157,TXN_DUP001819,Duplicate Charge,2024-12-25,2025-01-30,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001819
DISP01158,TXN010347,Merchant Error,2024-03-10,2024-03-31,Resolved,21,OTHER,Other,CLOSED,TXN010347
DISP01159,TXN006828,Merchant Error,2024-03-19,2024-04-16,Resolved,28,OTHER,Other,CLOSED,TXN006828
DISP01160,TXN013091,Merchant Error,2024-12-01,2024-12-28,Resolved,27,OTHER,Other,CLOSED,TXN013091
DISP01161,TXN017936,Merchant Error,2024-12-03,2025-01-01,Resolved,29,OTHER,Other,CLOSED,TXN017936
DISP01162,TXN018962,Merchant Error,2024-01-12,2024-02-06,Resolved,25,OTHER,Other,CLOSED,TXN018962
DISP01163,TXN017205,Duplicate Charge,2024-02-18,2024-04-02,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN017205
DISP01164,TXN019741,Merchant Error,2024-12-19,2025-01-12,Resolved,24,OTHER,Other,CLOSED,TXN019741
DISP01165,TXN005746,Unauthorized,2024-08-23,2024-09-06,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005746
DISP01166,TXN003599,Unauthorized,2024-06-12,2024-06-29,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003599
DISP01167,TXN009892,Merchant Error,2024-02-15,2024-03-14,Resolved,28,OTHER,Other,CLOSED,TXN009892
DISP01168,TXN014407,Unauthorized,2024-11-05,2024-11-18,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014407
DISP01169,TXN014529,Unauthorized,2024-10-18,2024-10-31,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014529
DISP01170,TXN010827,Unauthorized,2024-09-15,2024-10-03,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010827
DISP01171,TXN015667,Merchant Error,2024-12-03,2024-12-27,Resolved,24,OTHER,Other,CLOSED,TXN015667
DISP01172,TXN004693,Unauthorized,2024-08-11,2024-08-29,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004693
DISP01173,TXN007436,Merchant Error,2024-08-07,2024-09-05,Resolved,29,OTHER,Other,CLOSED,TXN007436
DISP01174,TXN014758,Unauthorized,2024-03-12,2024-04-01,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014758
DISP01175,TXN_DUP001484,Duplicate Charge,2024-12-16,2025-01-15,Resolved,30,DUPLICATE_CHARGE,Billing,CLOSED,TXN013545
DISP01176,TXN009510,Merchant Error,2024-06-19,2024-07-17,Resolved,28,OTHER,Other,CLOSED,TXN009510
DISP01177,TXN019949,Duplicate Charge,2024-12-12,2025-01-15,Resolved,34,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001505
DISP01178,TXN001795,Unauthorized,2024-12-28,2025-01-09,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001795
DISP01179,TXN000114,Merchant Error,2024-03-18,2024-04-13,Resolved,26,OTHER,Other,CLOSED,TXN000114
DISP01180,TXN015279,Duplicate Charge,2024-11-13,2024-12-21,Resolved,38,DUPLICATE_CHARGE,Billing,CLOSED,TXN015279
DISP01181,TXN008795,Unauthorized,2024-12-27,2025-01-13,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008795
DISP01182,TXN008684,Unauthorized,2024-08-04,2024-08-19,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008684
DISP01183,TXN018098,Merchant Error,2024-04-05,2024-04-26,Resolved,21,OTHER,Other,CLOSED,TXN018098
DISP01184,TXN013811,Merchant Error,2024-09-20,2024-10-14,Resolved,24,OTHER,Other,CLOSED,TXN013811
DISP01185,TXN013653,Merchant Error,2024-03-13,2024-04-08,Resolved,26,OTHER,Other,CLOSED,TXN013653
DISP01186,TXN004511,Merchant Error,2024-11-10,2024-11-30,Resolved,20,OTHER,Other,CLOSED,TXN004511
DISP01187,TXN010699,Unauthorized,2024-06-13,2024-06-28,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010699
DISP01188,TXN006516,Merchant Error,2024-03-05,2024-04-03,Resolved,29,OTHER,Other,CLOSED,TXN006516
DISP01189,TXN002662,Merchant Error,2024-12-04,2024-12-28,Resolved,24,OTHER,Other,CLOSED,TXN002662
DISP01190,TXN006299,Unauthorized,2024-04-15,2024-05-05,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006299
DISP01191,TXN005030,Unauthorized,2024-03-06,2024-03-17,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005030
DISP01192,TXN002274,Unauthorized,2024-12-04,2024-12-19,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002274
DISP01193,TXN000349,Duplicate Charge,2024-06-11,2024-07-25,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000592
DISP01194,TXN018942,Unauthorized,2024-06-26,2024-07-12,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018942
DISP01195,TXN008557,Unauthorized,2024-11-13,2024-11-23,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008557
DISP01196,TXN_DUP001373,Duplicate Charge,2024-12-20,2025-01-24,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001373
DISP01197,TXN000190,Duplicate Charge,2024-03-03,2024-04-11,Resolved,39,DUPLICATE_CHARGE,Billing,CLOSED,TXN000190
DISP01198,TXN001158,Merchant Error,2024-06-07,2024-06-27,Resolved,20,OTHER,Other,CLOSED,TXN001158
DISP01199,TXN019871,Unauthorized,2024-02-09,2024-02-22,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN019871
DISP01200,TXN012217,Unauthorized,2024-10-22,2024-11-07,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012217
DISP01201,TXN002982,Merchant Error,2024-12-14,2025-01-11,Resolved,28,OTHER,Other,CLOSED,TXN002982
DISP01202,TXN011937,Unauthorized,2024-03-01,2024-03-14,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN011937
DISP01203,TXN013873,Unauthorized,2024-06-08,2024-06-22,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013873
DISP01204,TXN005009,Duplicate Charge,2024-05-06,2024-06-11,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN005009
DISP01205,TXN010852,Unauthorized,2024-12-27,2025-01-07,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010852
DISP01206,TXN_DUP001297,Duplicate Charge,2024-10-03,2024-11-03,Resolved,31,DUPLICATE_CHARGE,Billing,CLOSED,TXN013192
DISP01207,TXN012296,Duplicate Charge,2024-12-13,2025-01-17,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000977
DISP01208,TXN012932,Merchant Error,2024-12-04,2024-12-26,Resolved,22,OTHER,Other,CLOSED,TXN012932
DISP01209,TXN019079,Duplicate Charge,2024-04-04,2024-05-14,Resolved,40,DUPLICATE_CHARGE,Billing,CLOSED,TXN019079
DISP01210,TXN015296,Unauthorized,2024-09-24,2024-10-12,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015296
DISP01211,TXN017373,Unauthorized,2024-12-23,2025-01-04,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017373
DISP01212,TXN006073,Unauthorized,2024-08-03,2024-08-18,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006073
DISP01213,TXN012816,Merchant Error,2024-12-16,2025-01-12,Resolved,27,OTHER,Other,CLOSED,TXN012816
DISP01214,TXN017501,Unauthorized,2024-09-27,2024-10-08,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017501
DISP01215,TXN_DUP000082,Duplicate Charge,2024-05-28,2024-07-02,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000082
DISP01216,TXN006096,Unauthorized,2024-12-01,2024-12-11,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006096
DISP01217,TXN007235,Duplicate Charge,2024-11-21,2024-12-27,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001453
DISP01218,TXN018307,Merchant Error,2024-03-13,2024-04-04,Resolved,22,OTHER,Other,CLOSED,TXN018307
DISP01219,TXN011816,Duplicate Charge,2024-12-02,2025-01-13,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000466
DISP01220,TXN018303,Unauthorized,2024-06-13,2024-06-24,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018303
DISP01221,TXN008637,Merchant Error,2024-03-26,2024-04-24,Resolved,29,OTHER,Other,CLOSED,TXN008637
DISP01222,TXN003820,Merchant Error,2024-09-11,2024-10-11,Resolved,30,OTHER,Other,CLOSED,TXN003820
DISP01223,TXN016438,Merchant Error,2024-03-15,2024-04-11,Resolved,27,OTHER,Other,CLOSED,TXN016438
DISP01224,TXN007489,Merchant Error,2024-10-19,2024-11-12,Resolved,24,OTHER,Other,CLOSED,TXN007489
DISP01225,TXN_DUP000734,Duplicate Charge,2024-12-17,2025-01-26,Resolved,40,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000734
DISP01226,TXN006090,Duplicate Charge,2024-08-11,2024-09-19,Resolved,39,DUPLICATE_CHARGE,Billing,CLOSED,TXN006090
DISP01227,TXN019981,Duplicate Charge,2024-06-14,2024-07-23,Resolved,39,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001221
DISP01228,TXN005406,Merchant Error,2024-01-18,2024-02-12,Resolved,25,OTHER,Other,CLOSED,TXN005406
DISP01229,TXN003107,Merchant Error,2024-01-09,2024-01-31,Resolved,22,OTHER,Other,CLOSED,TXN003107
DISP01230,TXN014900,Unauthorized,2024-02-16,2024-03-03,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014900
DISP01231,TXN007284,Unauthorized,2024-02-17,2024-03-07,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007284
DISP01232,TXN016569,Duplicate Charge,2024-07-12,2024-08-11,Resolved,30,DUPLICATE_CHARGE,Billing,CLOSED,TXN016569
DISP01233,TXN000420,Merchant Error,2024-03-06,2024-03-31,Resolved,25,OTHER,Other,CLOSED,TXN000420
DISP01234,TXN008599,Merchant Error,2024-04-20,2024-05-19,Resolved,29,OTHER,Other,CLOSED,TXN008599
DISP01235,TXN007772,Duplicate Charge,2024-10-13,2024-11-18,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001305
DISP01236,TXN000538,Merchant Error,2024-10-05,2024-10-27,Resolved,22,OTHER,Other,CLOSED,TXN000538
DISP01237,TXN016132,Merchant Error,2024-03-26,2024-04-25,Resolved,30,OTHER,Other,CLOSED,TXN016132
DISP01238,TXN016443,Unauthorized,2024-03-21,2024-04-03,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016443
DISP01239,TXN019329,Unauthorized,2024-07-02,2024-07-20,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN019329
DISP01240,TXN009199,Merchant Error,2024-11-13,2024-12-10,Resolved,27,OTHER,Other,CLOSED,TXN009199
DISP01241,TXN002983,Merchant Error,2024-12-24,2025-01-17,Resolved,24,OTHER,Other,CLOSED,TXN002983
DISP01242,TXN000773,Merchant Error,2024-03-05,2024-03-30,Resolved,25,OTHER,Other,CLOSED,TXN000773
DISP01243,TXN013602,Unauthorized,2024-10-22,2024-11-03,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013602
DISP01244,TXN002807,Duplicate Charge,2024-10-20,2024-11-20,Resolved,31,DUPLICATE_CHARGE,Billing,CLOSED,TXN002807
DISP01245,TXN003215,Unauthorized,2024-03-23,2024-04-05,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003215
DISP01246,TXN000154,Merchant Error,2024-05-05,2024-06-01,Resolved,27,OTHER,Other,CLOSED,TXN000154
DISP01247,TXN016997,Unauthorized,2024-12-13,2024-12-29,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016997
DISP01248,TXN007636,Duplicate Charge,2024-08-01,2024-09-02,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000522
DISP01249,TXN017318,Merchant Error,2024-03-09,2024-04-03,Resolved,25,OTHER,Other,CLOSED,TXN017318
DISP01250,TXN014875,Unauthorized,2024-12-07,2024-12-24,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014875
DISP01251,TXN011345,Merchant Error,2024-12-07,2024-12-29,Resolved,22,OTHER,Other,CLOSED,TXN011345
DISP01252,TXN016052,Unauthorized,2024-12-02,2024-12-17,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016052
DISP01253,TXN003126,Unauthorized,2024-03-07,2024-03-18,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003126
DISP01254,TXN009591,Unauthorized,2024-05-09,2024-05-29,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN009591
DISP01255,TXN003181,Merchant Error,2024-10-16,2024-11-09,Resolved,24,OTHER,Other,CLOSED,TXN003181
DISP01256,TXN008101,Duplicate Charge,2024-01-28,2024-03-01,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN008101
DISP01257,TXN012493,Unauthorized,2024-05-01,2024-05-11,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012493
DISP01258,TXN008412,Unauthorized,2024-10-14,2024-10-30,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008412
DISP01259,TXN016801,Unauthorized,2024-09-08,2024-09-25,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016801
DISP01260,TXN011906,Merchant Error,2024-07-17,2024-08-14,Resolved,28,OTHER,Other,CLOSED,TXN011906
DISP01261,TXN008061,Merchant Error,2024-02-08,2024-03-05,Resolved,26,OTHER,Other,CLOSED,TXN008061
DISP01262,TXN012057,Merchant Error,2024-01-17,2024-02-12,Resolved,26,OTHER,Other,CLOSED,TXN012057
DISP01263,TXN010606,Unauthorized,2024-01-03,2024-01-19,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010606
DISP01264,TXN002193,Merchant Error,2024-06-06,2024-06-27,Resolved,21,OTHER,Other,CLOSED,TXN002193
DISP01265,TXN012013,Unauthorized,2024-05-25,2024-06-12,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012013
DISP01266,TXN014126,Unauthorized,2024-09-17,2024-10-02,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014126
DISP01267,TXN010839,Merchant Error,2024-12-25,2025-01-23,Resolved,29,OTHER,Other,CLOSED,TXN010839
DISP01268,TXN018589,Duplicate Charge,2024-03-28,2024-05-08,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN018589
DISP01269,TXN015557,Merchant Error,2024-01-13,2024-02-11,Resolved,29,OTHER,Other,CLOSED,TXN015557
DISP01270,TXN008103,Merchant Error,2024-12-08,2025-01-06,Resolved,29,OTHER,Other,CLOSED,TXN008103
DISP01271,TXN004867,Merchant Error,2024-03-28,2024-04-27,Resolved,30,OTHER,Other,CLOSED,TXN004867
DISP01272,TXN014147,Unauthorized,2024-07-11,2024-07-24,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014147
DISP01273,TXN010475,Unauthorized,2024-12-21,2025-01-07,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010475
DISP01274,TXN006368,Unauthorized,2024-03-06,2024-03-22,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006368
DISP01275,TXN012499,Merchant Error,2024-03-11,2024-03-31,Resolved,20,OTHER,Other,CLOSED,TXN012499
DISP01276,TXN_DUP000187,Duplicate Charge,2024-12-26,2025-01-29,Resolved,34,DUPLICATE_CHARGE,Billing,CLOSED,TXN015148
DISP01277,TXN016547,Unauthorized,2024-04-03,2024-04-17,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016547
DISP01278,TXN_DUP001539,Duplicate Charge,2024-12-11,2025-01-14,Resolved,34,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001539
DISP01279,TXN020000,Merchant Error,2024-12-11,2025-01-02,Resolved,22,OTHER,Other,CLOSED,TXN020000
DISP01280,TXN003230,Merchant Error,2024-12-27,2025-01-26,Resolved,30,OTHER,Other,CLOSED,TXN003230
DISP01281,TXN006599,Merchant Error,2024-12-06,2024-12-29,Resolved,23,OTHER,Other,CLOSED,TXN006599
DISP01282,TXN011687,Merchant Error,2024-05-14,2024-06-09,Resolved,26,OTHER,Other,CLOSED,TXN011687
DISP01283,TXN_DUP000212,Duplicate Charge,2024-11-21,2024-12-23,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000212
